title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
Elf;2003;http://www.icheckmovies.com/movies/elf/;36216;1231;2;127;;http://www.imdb.com/title/tt0319343/;"2014-04-23 21:58:08";no;no;no;no
"El laberinto del fauno";2006;http://www.icheckmovies.com/movies/el+laberinto+del+fauno/;59532;6643;26;609;"Pan's Labyrinth";http://www.imdb.com/title/tt0457430/;"2014-04-23 21:58:07";no;no;no;no
"Edward Scissorhands";1990;http://www.icheckmovies.com/movies/edward+scissorhands/;62838;4685;7;347;;http://www.imdb.com/title/tt0099487/;"2014-04-23 21:58:05";no;no;no;no
"E.T. the Extra-Terrestrial";1982;http://www.icheckmovies.com/movies/e.t.+the+extra-terrestrial/;81363;2528;24;484;;http://www.imdb.com/title/tt0083866/;"2014-04-23 21:58:04";no;no;no;no
Dumbo;1941;http://www.icheckmovies.com/movies/dumbo/;40956;743;7;204;;http://www.imdb.com/title/tt0033563/;"2014-04-23 21:58:00";no;no;no;no
"Doctor Dolittle";1998;http://www.icheckmovies.com/movies/doctor+dolittle/;39684;130;1;44;;http://www.imdb.com/title/tt0118998/;"2014-04-23 21:57:54";no;no;no;no
Casper;1995;http://www.icheckmovies.com/movies/casper/;44611;529;2;60;;http://www.imdb.com/title/tt0112642/;"2014-04-23 21:57:38";no;no;no;no
"Casino Royale";2006;http://www.icheckmovies.com/movies/casino+royale/;65904;2935;7;302;;http://www.imdb.com/title/tt0381061/;"2014-04-23 21:57:37";no;no;no;no
"Bulletproof Monk";2003;http://www.icheckmovies.com/movies/bulletproof+monk/;2285;33;0;16;;http://www.imdb.com/title/tt0245803/;"2014-04-23 21:57:32";no;no;no;no
"Bridget Jones's Diary";2001;http://www.icheckmovies.com/movies/bridget+joness+diary/;38508;1025;2;127;;http://www.imdb.com/title/tt0243155/;"2014-04-23 21:57:31";no;no;no;no
"Bowling for Columbine";2002;http://www.icheckmovies.com/movies/bowling+for+columbine/;27261;912;7;165;;http://www.imdb.com/title/tt0310793/;"2014-04-23 21:57:28";no;no;no;no
"Blood Diamond";2006;http://www.icheckmovies.com/movies/blood+diamond/;28329;1531;0;171;;http://www.imdb.com/title/tt0450259/;"2014-04-23 21:57:25";no;no;no;no
"Blades of Glory";2007;http://www.icheckmovies.com/movies/blades+of+glory/;10402;175;0;69;;http://www.imdb.com/title/tt0445934/;"2014-04-23 21:55:33";no;no;no;no
"The BFG";1989;http://www.icheckmovies.com/movies/the+bfg/;722;20;0;10;;http://www.imdb.com/title/tt0096866/;"2014-04-23 21:55:04";no;no;no;no
"Best in Show";2000;http://www.icheckmovies.com/movies/best+in+show/;6680;435;2;72;;http://www.imdb.com/title/tt0218839/;"2014-04-23 21:55:02";no;no;no;no
"Bend It Like Beckham";2002;http://www.icheckmovies.com/movies/bend+it+like+beckham/;10384;265;1;73;;http://www.imdb.com/title/tt0286499/;"2014-04-23 21:55:00";no;no;no;no
"Behind Enemy Lines";2001;http://www.icheckmovies.com/movies/behind+enemy+lines/;4055;77;0;39;;http://www.imdb.com/title/tt0159273/;"2014-04-23 21:54:59";no;no;no;no
Beetlejuice;1988;http://www.icheckmovies.com/movies/beetlejuice-1988/;36265;2099;4;187;;http://www.imdb.com/title/tt0094721/;"2014-04-23 21:54:53";no;no;no;no
"Beauty and the Beast";1991;http://www.icheckmovies.com/movies/beauty+and+the+beast/;83251;3653;16;348;;http://www.imdb.com/title/tt0101414/;"2014-04-23 21:54:51";no;no;no;no
"Austin Powers in Goldmember";2002;http://www.icheckmovies.com/movies/austin+powers+in+goldmember/;44284;526;2;104;"Austin Powers: Goldmember";http://www.imdb.com/title/tt0295178/;"2014-04-23 21:54:38";no;no;no;no
"The Artist";2011;http://www.icheckmovies.com/movies/the+artist-2011-1/;22027;1998;9;402;;http://www.imdb.com/title/tt1655442/;"2014-04-23 21:54:36";no;no;no;no
"Artificial Intelligence: AI";2001;http://www.icheckmovies.com/movies/artificial+intelligence+ai/;43094;1762;10;253;;http://www.imdb.com/title/tt0212720/;"2014-04-23 21:54:35";no;no;no;no
Antz;1998;http://www.icheckmovies.com/movies/antz/;24547;237;2;105;;http://www.imdb.com/title/tt0120587/;"2014-04-23 21:54:29";no;no;no;no
Aliens;1986;http://www.icheckmovies.com/movies/aliens/;53419;3617;21;523;;http://www.imdb.com/title/tt0090605/;"2014-04-23 21:54:25";no;no;no;no
Aladdin;1992;http://www.icheckmovies.com/movies/aladdin/;79425;3047;12;279;;http://www.imdb.com/title/tt0103639/;"2014-04-23 21:54:18";no;no;no;no
"Ace Ventura: When Nature Calls";1995;http://www.icheckmovies.com/movies/ace+ventura+when+nature+calls/;42728;787;1;83;"Ace Ventura Goes to Africa";http://www.imdb.com/title/tt0112281/;"2014-04-23 21:54:17";no;no;no;no
"Ace Ventura: Pet Detective";1994;http://www.icheckmovies.com/movies/ace+ventura+pet+detective/;21850;575;2;115;;http://www.imdb.com/title/tt0109040/;"2014-04-23 21:54:15";no;no;no;no
"About a Boy";2002;http://www.icheckmovies.com/movies/about+a+boy/;16604;635;1;82;;http://www.imdb.com/title/tt0276751/;"2014-04-23 21:54:10";no;no;no;no
"The 40 Year Old Virgin";2005;http://www.icheckmovies.com/movies/the+40+year+old+virgin/;32294;1082;1;155;;http://www.imdb.com/title/tt0405422/;"2014-04-23 21:54:06";no;no;no;no
"28 Weeks Later";2007;http://www.icheckmovies.com/movies/28+weeks+later/;19961;584;2;145;;http://www.imdb.com/title/tt0463854/;"2014-04-23 21:54:01";no;no;no;no
"24 Hour Party People";2002;http://www.icheckmovies.com/movies/24+hour+party+people/;5254;392;4;82;;http://www.imdb.com/title/tt0274309/;"2014-04-23 21:54:00";no;no;no;no
"2001: A Space Odyssey";1968;http://www.icheckmovies.com/movies/2001+a+space+odyssey/;53787;6161;36;902;;http://www.imdb.com/title/tt0062622/;"2014-04-23 21:53:56";no;no;no;no
"101 Dalmatians";1996;http://www.icheckmovies.com/movies/101+dalmatians/;55201;349;2;82;;http://www.imdb.com/title/tt0115433/;"2014-04-23 21:53:52";no;no;no;no
"10 Things I Hate About You";1999;http://www.icheckmovies.com/movies/10+things+i+hate+about+you/;25149;1652;1;148;;http://www.imdb.com/title/tt0147800/;"2014-04-23 21:53:48";no;no;no;no
Zodiac;2007;http://www.icheckmovies.com/movies/zodiac/;32508;2023;8;324;;http://www.imdb.com/title/tt0443706/;"2014-04-23 21:53:29";no;no;no;no
"X-Men: First Class";2011;http://www.icheckmovies.com/movies/x-men+first+class/;42619;2254;1;263;;http://www.imdb.com/title/tt1270798/;"2014-04-23 21:49:55";no;no;no;no
X-Men;2000;http://www.icheckmovies.com/movies/x-men/;61585;1535;5;226;;http://www.imdb.com/title/tt0120903/;"2014-04-23 21:49:54";no;no;no;no
"The World Is Not Enough";1999;http://www.icheckmovies.com/movies/the+world+is+not+enough/;29667;225;1;93;;http://www.imdb.com/title/tt0143145/;"2014-04-23 21:49:50";no;no;no;no
"Wo hu cang long";2000;http://www.icheckmovies.com/movies/wo+hu+cang+long/;30677;1716;19;371;"Crouching Tiger, Hidden Dragon";http://www.imdb.com/title/tt0190332/;"2014-04-23 21:49:47";no;no;no;no
"The Wolf of Wall Street";2013;http://www.icheckmovies.com/movies/the+wolf+of+wall+street-2013-1/;23449;1809;11;378;;http://www.imdb.com/title/tt0993846/;"2014-04-23 21:49:41";no;no;no;no
"Willy Wonka & the Chocolate Factory";1971;http://www.icheckmovies.com/movies/willy+wonka+and+the+chocolate+factory/;50287;2233;6;222;;http://www.imdb.com/title/tt0067992/;"2014-04-23 21:49:33";no;no;no;no
Up;2009;http://www.icheckmovies.com/movies/up/;93924;7776;14;478;;http://www.imdb.com/title/tt1049413/;"2014-04-23 21:49:26";no;no;no;no
"The Truman Show";1998;http://www.icheckmovies.com/movies/the+truman+show/;82198;6346;9;462;;http://www.imdb.com/title/tt0120382/;"2014-04-23 21:49:20";no;no;no;no
"True Romance";1993;http://www.icheckmovies.com/movies/true+romance/;14037;1384;3;216;;http://www.imdb.com/title/tt0108399/;"2014-04-23 21:49:16";no;no;no;no
"True Grit";2010;http://www.icheckmovies.com/movies/true+grit-2010-1/;35157;1951;4;291;;http://www.imdb.com/title/tt1403865/;"2014-04-23 21:49:13";no;no;no;no
Troy;2004;http://www.icheckmovies.com/movies/troy/;49950;1155;3;150;;http://www.imdb.com/title/tt0332452/;"2014-04-23 21:49:09";no;no;no;no
Trainspotting;1996;http://www.icheckmovies.com/movies/trainspotting/;59517;5754;17;509;;http://www.imdb.com/title/tt0117951/;"2014-04-23 21:49:00";no;no;no;no
"Toy Story 3";2010;http://www.icheckmovies.com/movies/toy+story+3/;80396;5299;17;487;;http://www.imdb.com/title/tt0435761/;"2014-04-23 21:48:57";no;no;no;no
"Toy Story 2";1999;http://www.icheckmovies.com/movies/toy+story+2/;84587;2710;11;366;;http://www.imdb.com/title/tt0120363/;"2014-04-23 21:48:56";no;no;no;no
"Toy Story";1995;http://www.icheckmovies.com/movies/toy+story/;110877;6096;22;579;;http://www.imdb.com/title/tt0114709/;"2014-04-23 21:48:55";no;no;no;no
"Top Gun";1986;http://www.icheckmovies.com/movies/top+gun/;39350;794;5;222;;http://www.imdb.com/title/tt0092099/;"2014-04-23 21:48:53";no;no;no;no
"Tomorrow Never Dies";1997;http://www.icheckmovies.com/movies/tomorrow+never+dies/;31473;234;1;94;;http://www.imdb.com/title/tt0120347/;"2014-04-23 21:48:48";no;no;no;no
Titanic;1997;http://www.icheckmovies.com/movies/titanic/;92892;3735;20;523;;http://www.imdb.com/title/tt0120338/;"2014-04-23 21:48:40";no;no;no;no
"This Is Spinal Tap";1984;http://www.icheckmovies.com/movies/this+is+spinal+tap/;25377;1993;17;335;;http://www.imdb.com/title/tt0088258/;"2014-04-23 21:48:35";no;no;no;no
"There's Something About Mary";1998;http://www.icheckmovies.com/movies/theres+something+about+mary/;49231;1089;6;156;;http://www.imdb.com/title/tt0129387/;"2014-04-23 21:48:34";no;no;no;no
"There Will Be Blood";2007;http://www.icheckmovies.com/movies/there+will+be+blood/;46894;5104;18;610;;http://www.imdb.com/title/tt0469494/;"2014-04-23 21:48:29";no;no;no;no
"The Terminator";1984;http://www.icheckmovies.com/movies/the+terminator/;75262;3146;18;487;;http://www.imdb.com/title/tt0088247/;"2014-04-23 21:48:27";no;no;no;no
"The Spy Who Loved Me";1977;http://www.icheckmovies.com/movies/the+spy+who+loved+me/;7972;152;2;85;;http://www.imdb.com/title/tt0076752/;"2014-04-23 21:48:02";no;no;no;no
"Spider-Man 2";2004;http://www.icheckmovies.com/movies/spider-man+2/;73146;1432;7;285;;http://www.imdb.com/title/tt0316654/;"2014-04-23 21:47:56";no;no;no;no
Spider-Man;2002;http://www.icheckmovies.com/movies/spider-man/;79303;1555;7;293;;http://www.imdb.com/title/tt0145487/;"2014-04-23 21:47:55";no;no;no;no
Speed;1994;http://www.icheckmovies.com/movies/speed/;42485;1009;7;155;;http://www.imdb.com/title/tt0111257/;"2014-04-23 21:47:52";no;no;no;no
"Space Jam";1996;http://www.icheckmovies.com/movies/space+jam/;48282;1176;2;112;;http://www.imdb.com/title/tt0117705/;"2014-04-23 21:47:50";no;no;no;no
"South Park: Bigger Longer & Uncut";1999;http://www.icheckmovies.com/movies/south+park+bigger+longer+and+uncut/;34880;1624;6;191;;http://www.imdb.com/title/tt0158983/;"2014-04-23 21:47:48";no;no;no;no
"The Social Network";2010;http://www.icheckmovies.com/movies/the+social+network/;70692;4741;10;462;;http://www.imdb.com/title/tt1285016/;"2014-04-23 21:47:43";no;no;no;no
Snatch.;2000;http://www.icheckmovies.com/movies/snatch./;58130;5861;10;381;;http://www.imdb.com/title/tt0208092/;"2014-04-23 21:47:41";no;no;no;no
"Snow White and the Seven Dwarfs";1937;http://www.icheckmovies.com/movies/snow+white+and+the+seven+dwarfs/;63405;1066;21;375;;http://www.imdb.com/title/tt0029583/;"2014-04-23 21:47:41";no;no;no;no
"Slumdog Millionaire";2008;http://www.icheckmovies.com/movies/slumdog+millionaire/;82247;4678;11;384;;http://www.imdb.com/title/tt1010048/;"2014-04-23 21:47:36";no;no;no;no
Skyfall;2012;http://www.icheckmovies.com/movies/skyfall/;29332;1579;4;351;;http://www.imdb.com/title/tt1074638/;"2014-04-23 21:47:33";no;no;no;no
"The Sixth Sense";1999;http://www.icheckmovies.com/movies/the+sixth+sense/;83725;4126;21;423;;http://www.imdb.com/title/tt0167404/;"2014-04-23 21:47:32";no;no;no;no
"Sister Act";1992;http://www.icheckmovies.com/movies/sister+act/;29168;413;2;60;;http://www.imdb.com/title/tt0105417/;"2014-04-23 21:47:30";no;no;no;no
"Sin City";2005;http://www.icheckmovies.com/movies/sin+city/;71385;5245;7;403;;http://www.imdb.com/title/tt0401792/;"2014-04-23 21:47:24";no;no;no;no
"The Simpsons Movie";2007;http://www.icheckmovies.com/movies/the+simpsons+movie/;59898;1268;2;154;;http://www.imdb.com/title/tt0462538/;"2014-04-23 21:47:22";no;no;no;no
"Silver Linings Playbook";2012;http://www.icheckmovies.com/movies/silver+linings+playbook/;26096;2145;3;349;;http://www.imdb.com/title/tt1045658/;"2014-04-23 21:47:20";no;no;no;no
"The Silence of the Lambs";1991;http://www.icheckmovies.com/movies/the+silence+of+the+lambs/;84709;7331;28;787;;http://www.imdb.com/title/tt0102926/;"2014-04-23 21:47:18";no;no;no;no
Signs;2002;http://www.icheckmovies.com/movies/signs-2002-1/;43566;922;2;132;;http://www.imdb.com/title/tt0286106/;"2014-04-23 21:47:16";no;no;no;no
"Shutter Island";2010;http://www.icheckmovies.com/movies/shutter+island/;68974;5179;9;388;;http://www.imdb.com/title/tt1130884/;"2014-04-23 21:46:58";no;no;no;no
Se7en;1995;http://www.icheckmovies.com/movies/se7en/;84748;8936;22;684;;http://www.imdb.com/title/tt0114369/;"2014-04-23 21:46:50";yes;no;no;no
"The School of Rock";2003;http://www.icheckmovies.com/movies/the+school+of+rock/;38190;1360;2;141;;http://www.imdb.com/title/tt0332379/;"2014-04-23 21:46:43";no;no;no;no
"Schindler's List";1993;http://www.icheckmovies.com/movies/schindlers+list/;71303;6361;30;726;;http://www.imdb.com/title/tt0108052/;"2014-04-23 21:46:40";no;no;no;no
"Scary Movie";2000;http://www.icheckmovies.com/movies/scary+movie/;53242;534;3;120;;http://www.imdb.com/title/tt0175142/;"2014-04-23 21:46:34";no;no;no;no
Scarface;1983;http://www.icheckmovies.com/movies/scarface/;52548;3601;16;430;;http://www.imdb.com/title/tt0086250/;"2014-04-23 21:46:30";no;no;no;no
"Le scaphandre et le papillon";2007;http://www.icheckmovies.com/movies/le+scaphandre+et+le+papillon/;13584;1497;5;259;"The Diving Bell and the Butterfly";http://www.imdb.com/title/tt0401383/;"2014-04-23 21:46:28";yes;no;no;no
"Saw IV";2007;http://www.icheckmovies.com/movies/saw+iv/;7550;106;0;65;;http://www.imdb.com/title/tt0890870/;"2014-04-23 21:46:22";no;no;no;no
Saw;2004;http://www.icheckmovies.com/movies/saw/;45547;1579;6;199;;http://www.imdb.com/title/tt0387564/;"2014-04-23 21:46:20";no;no;no;no
"Saving Private Ryan";1998;http://www.icheckmovies.com/movies/saving+private+ryan/;80753;5285;25;562;;http://www.imdb.com/title/tt0120815/;"2014-04-23 21:46:18";no;no;no;no
"Rush Hour";1998;http://www.icheckmovies.com/movies/rush+hour/;39764;718;1;91;;http://www.imdb.com/title/tt0120812/;"2014-04-23 21:46:14";no;no;no;no
"The Royal Tenenbaums";2001;http://www.icheckmovies.com/movies/the+royal+tenenbaums/;32583;3709;6;395;;http://www.imdb.com/title/tt0265666/;"2014-04-23 21:45:27";no;no;no;no
"Romeo + Juliet";1996;http://www.icheckmovies.com/movies/romeo+plus+juliet/;31937;1365;4;170;"Romeo and Juliet";http://www.imdb.com/title/tt0117509/;"2014-04-23 21:45:22";no;no;no;no
"Robin Hood";1973;http://www.icheckmovies.com/movies/robin+hood-1973/;26193;817;1;118;;http://www.imdb.com/title/tt0070608/;"2014-04-23 21:45:14";no;no;no;no
"Punch-Drunk Love";2002;http://www.icheckmovies.com/movies/punch-drunk+love/;17592;1391;7;253;;http://www.imdb.com/title/tt0272338/;"2014-04-23 21:44:57";no;no;no;no
"Pulp Fiction";1994;http://www.icheckmovies.com/movies/pulp+fiction/;98847;16234;31;1114;;http://www.imdb.com/title/tt0110912/;"2014-04-23 21:44:56";no;no;no;no
"The Prestige";2006;http://www.icheckmovies.com/movies/the+prestige/;71040;7168;12;462;;http://www.imdb.com/title/tt0482571/;"2014-04-23 21:44:49";yes;no;no;no
Pocahontas;1995;http://www.icheckmovies.com/movies/pocahontas/;55586;1036;2;145;;http://www.imdb.com/title/tt0114148/;"2014-04-23 21:44:48";no;no;no;no
"Planet of the Apes";2001;http://www.icheckmovies.com/movies/planet+of+the+apes-2001-1/;32039;203;1;97;;http://www.imdb.com/title/tt0133152/;"2014-04-23 21:44:44";no;no;no;no
"Pirates of the Caribbean: The Curse of the Black Pearl";2003;http://www.icheckmovies.com/movies/pirates+of+the+caribbean+the+curse+of+the+black+pearl/;97237;4287;10;398;;http://www.imdb.com/title/tt0325980/;"2014-04-23 21:44:40";no;no;no;no
Pinocchio;1940;http://www.icheckmovies.com/movies/pinocchio/;53397;823;14;271;;http://www.imdb.com/title/tt0032910/;"2014-04-23 21:44:34";no;no;no;no
Pi;1998;http://www.icheckmovies.com/movies/pi/;18022;1501;6;221;;http://www.imdb.com/title/tt0138704/;"2014-04-23 21:44:29";no;no;no;no
"Pearl Harbor";2001;http://www.icheckmovies.com/movies/pearl+harbor/;43322;778;1;115;;http://www.imdb.com/title/tt0213149/;"2014-04-23 21:44:24";no;no;no;no
Mulan;1998;http://www.icheckmovies.com/movies/mulan/;57273;2389;3;171;;http://www.imdb.com/title/tt0120762/;"2014-04-23 21:43:42";no;no;no;no
"Mrs. Doubtfire";1993;http://www.icheckmovies.com/movies/mrs.+doubtfire/;55183;1299;6;123;;http://www.imdb.com/title/tt0107614/;"2014-04-23 21:43:41";no;no;no;no
"Moulin Rouge!";2001;http://www.icheckmovies.com/movies/moulin+rougeexclamation/;41719;3205;12;334;;http://www.imdb.com/title/tt0203009/;"2014-04-23 21:43:37";no;no;no;no
"Moonrise Kingdom";2012;http://www.icheckmovies.com/movies/moonrise+kingdom/;22175;2912;2;411;;http://www.imdb.com/title/tt1748122/;"2014-04-23 21:43:19";no;no;no;no
Moon;2009;http://www.icheckmovies.com/movies/moon/;31312;3916;6;342;;http://www.imdb.com/title/tt1182345/;"2014-04-23 21:43:14";no;no;no;no
"Monty Python and the Holy Grail";1975;http://www.icheckmovies.com/movies/monty+python+and+the+holy+grail/;69309;6371;18;486;;http://www.imdb.com/title/tt0071853/;"2014-04-23 21:43:10";no;no;no;no
"Monsters, Inc.";2001;http://www.icheckmovies.com/movies/monsters+inc./;96185;4784;12;369;;http://www.imdb.com/title/tt0198781/;"2014-04-23 21:43:07";no;no;no;no
"Mission: Impossible II";2000;http://www.icheckmovies.com/movies/mission+impossible+ii/;38828;290;1;115;;http://www.imdb.com/title/tt0120755/;"2014-04-23 21:43:00";no;no;no;no
"Mission: Impossible";1996;http://www.icheckmovies.com/movies/mission+impossible/;48570;819;3;173;;http://www.imdb.com/title/tt0117060/;"2014-04-23 21:42:58";no;no;no;no
"Minority Report";2002;http://www.icheckmovies.com/movies/minority+report/;51416;2305;6;285;;http://www.imdb.com/title/tt0181689/;"2014-04-23 21:42:52";no;no;no;no
"Mike Bassett: England Manager";2001;http://www.icheckmovies.com/movies/mike+bassett+england+manager/;265;12;0;9;;http://www.imdb.com/title/tt0282744/;"2014-04-23 21:42:49";no;no;no;no
"Midnight in Paris";2011;http://www.icheckmovies.com/movies/midnight+in+paris/;29806;3162;3;317;;http://www.imdb.com/title/tt1605783/;"2014-04-23 21:42:46";no;no;no;no
"Men in Black";1997;http://www.icheckmovies.com/movies/men+in+black/;73652;1925;6;207;;http://www.imdb.com/title/tt0119654/;"2014-04-23 21:42:31";no;no;no;no
Memento;2000;http://www.icheckmovies.com/movies/memento/;76170;9067;21;675;;http://www.imdb.com/title/tt0209144/;"2014-04-23 21:42:29";no;no;no;no
"The Machinist";2004;http://www.icheckmovies.com/movies/the+machinist/;17814;1327;0;167;"The Machinist";http://www.imdb.com/title/tt0361862/;"2014-04-23 21:42:15";no;no;no;no
"Love Actually";2003;http://www.icheckmovies.com/movies/love+actually/;43043;3119;2;202;;http://www.imdb.com/title/tt0314331/;"2014-04-23 21:41:20";no;no;no;no
"Lost in Translation";2003;http://www.icheckmovies.com/movies/lost+in+translation/;44335;4758;12;532;;http://www.imdb.com/title/tt0335266/;"2014-04-23 21:41:14";no;no;no;no
"The Lord of the Rings: The Two Towers";2002;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+two+towers/;104860;8670;19;715;;http://www.imdb.com/title/tt0167261/;"2014-04-23 21:41:11";no;no;no;no
"The Lord of the Rings: The Return of the King";2003;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+return+of+the+king/;104802;10208;21;793;;http://www.imdb.com/title/tt0167260/;"2014-04-23 21:41:10";no;no;no;no
"The Lord of the Rings: The Fellowship of the Ring";2001;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+fellowship+of+the+ring/;109499;10098;23;816;;http://www.imdb.com/title/tt0120737/;"2014-04-23 21:41:09";yes;no;no;no
"Lock, Stock and Two Smoking Barrels";1998;http://www.icheckmovies.com/movies/lock+stock+and+two+smoking+barrels/;42971;3885;5;276;;http://www.imdb.com/title/tt0120735/;"2014-04-23 21:41:04";no;no;no;no
"The Living Daylights";1987;http://www.icheckmovies.com/movies/the+living+daylights/;6133;104;1;66;;http://www.imdb.com/title/tt0093428/;"2014-04-23 21:40:15";no;no;no;no
"Live and Let Die";1973;http://www.icheckmovies.com/movies/live+and+let+die/;8040;133;1;85;;http://www.imdb.com/title/tt0070328/;"2014-04-23 21:40:14";no;no;no;no
"Little Miss Sunshine";2006;http://www.icheckmovies.com/movies/little+miss+sunshine/;60872;5241;5;371;;http://www.imdb.com/title/tt0449059/;"2014-04-23 21:40:10";no;no;no;no
"The Lion King";1994;http://www.icheckmovies.com/movies/the+lion+king/;111496;7168;19;499;;http://www.imdb.com/title/tt0110357/;"2014-04-23 21:40:03";no;no;no;no
L'illusionniste;2010;http://www.icheckmovies.com/movies/lillusionniste/;4941;443;2;110;;http://www.imdb.com/title/tt0775489/;"2014-04-23 21:40:01";no;no;no;no
"Life of Brian";1979;http://www.icheckmovies.com/movies/life+of+brian/;47501;3547;16;367;;http://www.imdb.com/title/tt0079470/;"2014-04-23 21:39:55";no;no;no;no
"Licence to Kill";1989;http://www.icheckmovies.com/movies/licence+to+kill/;7675;106;1;68;;http://www.imdb.com/title/tt0097742/;"2014-04-23 21:39:49";no;no;no;no
"Liar Liar";1997;http://www.icheckmovies.com/movies/liar+liar/;49637;1043;3;110;;http://www.imdb.com/title/tt0119528/;"2014-04-23 21:39:47";no;no;no;no
"Legally Blonde";2001;http://www.icheckmovies.com/movies/legally+blonde/;17259;385;0;82;;http://www.imdb.com/title/tt0250494/;"2014-04-23 21:39:44";no;no;no;no
"L.A. Confidential";1997;http://www.icheckmovies.com/movies/l.a.+confidential/;36890;3100;21;458;;http://www.imdb.com/title/tt0119488/;"2014-04-23 21:38:49";no;no;no;no
"Knocked Up";2007;http://www.icheckmovies.com/movies/knocked+up/;41291;1057;3;184;;http://www.imdb.com/title/tt0478311/;"2014-04-23 21:38:42";no;no;no;no
"The King's Speech";2010;http://www.icheckmovies.com/movies/the+kings+speech/;52858;3986;10;395;;http://www.imdb.com/title/tt1504320/;"2014-04-23 21:38:38";no;no;no;no
"King Kong";2005;http://www.icheckmovies.com/movies/king+kong-2005-1/;51829;911;4;206;;http://www.imdb.com/title/tt0360717/;"2014-04-23 21:38:36";no;no;no;no
"Kill Bill: Vol. 1";2003;http://www.icheckmovies.com/movies/kill+bill+vol.+1/;88854;7483;12;585;;http://www.imdb.com/title/tt0266697/;"2014-04-23 21:38:34";no;no;no;no
"Jurassic Park";1993;http://www.icheckmovies.com/movies/jurassic+park/;92550;4785;16;518;;http://www.imdb.com/title/tt0107290/;"2014-04-23 21:38:29";no;no;no;no
Juno;2007;http://www.icheckmovies.com/movies/juno/;68981;4105;8;306;;http://www.imdb.com/title/tt0467406/;"2014-04-23 21:38:27";no;no;no;no
"The Jungle Book";1967;http://www.icheckmovies.com/movies/the+jungle+book/;60292;1143;9;207;;http://www.imdb.com/title/tt0061852/;"2014-04-23 21:38:24";no;no;no;no
Jumanji;1995;http://www.icheckmovies.com/movies/jumanji/;61616;1888;2;116;;http://www.imdb.com/title/tt0113497/;"2014-04-23 21:37:31";no;no;no;no
Jaws;1975;http://www.icheckmovies.com/movies/jaws/;72265;2938;26;649;;http://www.imdb.com/title/tt0073195/;"2014-04-23 21:37:18";no;no;no;no
"Iron Man 2";2010;http://www.icheckmovies.com/movies/iron+man+2/;50318;1208;2;260;;http://www.imdb.com/title/tt1228705/;"2014-04-23 21:35:13";no;no;no;no
"Iron Man";2008;http://www.icheckmovies.com/movies/iron+man/;74557;3530;4;353;;http://www.imdb.com/title/tt0371746/;"2014-04-23 21:35:12";no;no;no;no
"Into the Wild";2007;http://www.icheckmovies.com/movies/into+the+wild/;49610;5582;10;398;;http://www.imdb.com/title/tt0758758/;"2014-04-23 21:16:02";yes;no;no;no
"How to Train Your Dragon";2010;http://www.icheckmovies.com/movies/how+to+train+your+dragon/;54054;4214;9;324;;http://www.imdb.com/title/tt0892769/;"2014-04-23 21:08:47";no;no;no;no
"Hot Fuzz";2007;http://www.icheckmovies.com/movies/hot+fuzz/;41484;3497;4;262;;http://www.imdb.com/title/tt0425112/;"2014-04-23 21:08:44";no;no;no;no
"Home Alone";1990;http://www.icheckmovies.com/movies/home+alone/;81606;2383;5;216;;http://www.imdb.com/title/tt0099785/;"2014-04-23 21:08:36";no;no;no;no
"The Hobbit: An Unexpected Journey";2012;http://www.icheckmovies.com/movies/the+hobbit+an+unexpected+journey/;33474;2089;4;334;;http://www.imdb.com/title/tt0903624/;"2014-04-23 21:08:33";no;no;no;no
"High Fidelity";2000;http://www.icheckmovies.com/movies/high+fidelity/;19971;1887;3;189;;http://www.imdb.com/title/tt0146882/;"2014-04-23 21:08:30";no;no;no;no
"Hauru no ugoku shiro";2004;http://www.icheckmovies.com/movies/hauru+no+ugoku+shiro/;30367;3552;11;311;"Howl's Moving Castle";http://www.imdb.com/title/tt0347149/;"2014-04-23 21:08:27";no;no;no;no
"Harry Potter and the Sorcerer's Stone";2001;http://www.icheckmovies.com/movies/harry+potter+and+the+sorcerers+stone/;79947;2518;4;348;"Harry Potter and the Philosopher's Stone";http://www.imdb.com/title/tt0241527/;"2014-04-23 21:08:21";no;no;no;no
"Harry Potter and the Chamber of Secrets";2002;http://www.icheckmovies.com/movies/harry+potter+and+the+chamber+of+secrets/;74724;2004;2;293;;http://www.imdb.com/title/tt0295297/;"2014-04-23 21:08:14";no;no;no;no
Hannibal;2001;http://www.icheckmovies.com/movies/hannibal/;33175;750;1;114;;http://www.imdb.com/title/tt0212985/;"2014-04-23 21:08:11";no;no;no;no
"The Hangover";2009;http://www.icheckmovies.com/movies/the+hangover/;78916;4008;3;279;;http://www.imdb.com/title/tt1119646/;"2014-04-23 21:08:09";no;no;no;no
"Groundhog Day";1993;http://www.icheckmovies.com/movies/groundhog+day/;64974;5071;18;471;;http://www.imdb.com/title/tt0107048/;"2014-04-23 21:08:08";no;no;no;no
"The Green Mile";1999;http://www.icheckmovies.com/movies/the+green+mile/;72468;5316;13;364;;http://www.imdb.com/title/tt0120689/;"2014-04-23 21:08:05";no;no;no;no
