title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
"Gangs of New York";2002;http://www.icheckmovies.com/movies/gangs+of+new+york/;36061;1692;4;276;;http://www.imdb.com/title/tt0217505/;"2014-04-23 21:07:53";no;no;no;no
"From Russia with Love";1963;http://www.icheckmovies.com/movies/from+russia+with+love/;10662;305;2;147;;http://www.imdb.com/title/tt0057076/;"2014-04-23 21:07:47";no;no;no;no
"From Dusk Till Dawn";1996;http://www.icheckmovies.com/movies/from+dusk+till+dawn/;21328;1184;4;215;;http://www.imdb.com/title/tt0116367/;"2014-04-23 21:07:44";no;no;no;no
"The French Connection";1971;http://www.icheckmovies.com/movies/the+french+connection/;12156;687;19;354;;http://www.imdb.com/title/tt0067116/;"2014-04-23 21:07:43";no;no;no;no
"Four Weddings and a Funeral";1994;http://www.icheckmovies.com/movies/four+weddings+and+a+funeral/;27378;695;9;155;;http://www.imdb.com/title/tt0109831/;"2014-04-23 21:07:35";no;no;no;no
"Four Lions";2010;http://www.icheckmovies.com/movies/four+lions/;7271;598;1;127;;http://www.imdb.com/title/tt1341167/;"2014-04-23 21:07:34";no;no;no;no
"Forrest Gump";1994;http://www.icheckmovies.com/movies/forrest+gump/;112880;9834;24;639;;http://www.imdb.com/title/tt0109830/;"2014-04-23 21:07:31";no;no;no;no
"Forgetting Sarah Marshall";2008;http://www.icheckmovies.com/movies/forgetting+sarah+marshall/;26916;1173;0;142;;http://www.imdb.com/title/tt0800039/;"2014-04-23 21:07:29";no;no;no;no
"For Your Eyes Only";1981;http://www.icheckmovies.com/movies/for+your+eyes+only/;6954;94;1;76;;http://www.imdb.com/title/tt0082398/;"2014-04-23 21:07:27";no;no;no;no
"Finding Nemo";2003;http://www.icheckmovies.com/movies/finding+nemo/;108142;5397;15;446;;http://www.imdb.com/title/tt0266543/;"2014-04-23 21:07:25";no;no;no;no
"Final Destination";2000;http://www.icheckmovies.com/movies/final+destination/;22663;435;1;112;;http://www.imdb.com/title/tt0195714/;"2014-04-23 21:07:24";no;no;no;no
"Fight Club";1999;http://www.icheckmovies.com/movies/fight+club/;103561;17379;14;858;;http://www.imdb.com/title/tt0137523/;"2014-04-23 21:07:21";no;no;no;no
"Ferris Bueller's Day Off";1986;http://www.icheckmovies.com/movies/ferris+buellers+day+off/;46162;3643;9;333;;http://www.imdb.com/title/tt0091042/;"2014-04-23 21:07:18";no;no;no;no
"The Fast and the Furious";2001;http://www.icheckmovies.com/movies/the+fast+and+the+furious/;38108;521;1;113;;http://www.imdb.com/title/tt0232500/;"2014-04-23 21:07:14";no;no;no;no
Fargo;1996;http://www.icheckmovies.com/movies/fargo/;51536;5249;25;662;;http://www.imdb.com/title/tt0116282/;"2014-04-23 21:07:11";yes;no;no;no
"Fantastic Mr. Fox";2009;http://www.icheckmovies.com/movies/fantastic+mr.+fox/;30122;2868;7;284;;http://www.imdb.com/title/tt0432283/;"2014-04-23 21:07:05";no;no;no;no
"Dumb & Dumber";1994;http://www.icheckmovies.com/movies/dumb+and+dumber/;54667;1697;5;165;"Dumb Happens";http://www.imdb.com/title/tt0109686/;"2014-04-23 21:06:26";no;no;no;no
Drive;2011;http://www.icheckmovies.com/movies/drive-2011-1/;39568;4654;5;535;;http://www.imdb.com/title/tt0780504/;"2014-04-23 21:06:22";no;no;no;no
"Dr. No";1962;http://www.icheckmovies.com/movies/dr.+no/;15037;357;4;163;;http://www.imdb.com/title/tt0055928/;"2014-04-23 21:06:09";no;no;no;no
"Donnie Darko";2001;http://www.icheckmovies.com/movies/donnie+darko/;74042;8237;18;581;;http://www.imdb.com/title/tt0246578/;"2014-04-23 21:06:03";no;no;no;no
"Dodgeball: A True Underdog Story";2004;http://www.icheckmovies.com/movies/dodgeball+a+true+underdog+story/;16189;424;1;96;;http://www.imdb.com/title/tt0364725/;"2014-04-23 21:06:00";no;no;no;no
"Diamonds Are Forever";1971;http://www.icheckmovies.com/movies/diamonds+are+forever/;8249;100;1;81;;http://www.imdb.com/title/tt0066995/;"2014-04-23 21:05:56";no;no;no;no
"The Day After Tomorrow";2004;http://www.icheckmovies.com/movies/the+day+after+tomorrow/;56871;826;2;126;;http://www.imdb.com/title/tt0319262/;"2014-04-23 21:05:53";no;no;no;no
"Dawn of the Dead";2004;http://www.icheckmovies.com/movies/dawn+of+the+dead-2004/;17481;683;1;192;;http://www.imdb.com/title/tt0363547/;"2014-04-23 21:05:51";no;no;no;no
"Dawn of the Dead";1978;http://www.icheckmovies.com/movies/dawn+of+the+dead/;24770;1360;15;381;"Dawn of the Living Dead";http://www.imdb.com/title/tt0077402/;"2014-04-23 21:05:49";no;no;no;no
"Cruel Intentions";1999;http://www.icheckmovies.com/movies/cruel+intentions/;12108;623;0;76;;http://www.imdb.com/title/tt0139134/;"2014-04-23 21:05:34";no;no;no;no
"Corpse Bride";2005;http://www.icheckmovies.com/movies/corpse+bride/;23473;1019;0;155;;http://www.imdb.com/title/tt0121164/;"2014-04-23 21:05:27";no;no;no;no
"District 9";2009;http://www.icheckmovies.com/movies/district+9/;70175;5154;11;343;;http://www.imdb.com/title/tt1136608/;"2014-04-23 21:05:15";no;no;no;no
"Die Another Day";2002;http://www.icheckmovies.com/movies/die+another+day/;37263;211;1;110;;http://www.imdb.com/title/tt0246460/;"2014-04-23 21:05:14";no;no;no;no
"The Devil Wears Prada";2006;http://www.icheckmovies.com/movies/the+devil+wears+prada/;50765;1767;2;158;;http://www.imdb.com/title/tt0458352/;"2014-04-23 21:04:12";no;no;no;no
"Despicable Me";2010;http://www.icheckmovies.com/movies/despicable+me/;43007;2106;1;183;;http://www.imdb.com/title/tt1323594/;"2014-04-23 21:03:04";no;no;no;no
"The Departed";2006;http://www.icheckmovies.com/movies/the+departed/;73422;6698;16;544;;http://www.imdb.com/title/tt0407887/;"2014-04-23 21:03:01";no;no;no;no
"Dead Poets Society";1989;http://www.icheckmovies.com/movies/dead+poets+society/;42654;3554;6;286;;http://www.imdb.com/title/tt0097165/;"2014-04-23 21:02:58";yes;no;no;no
"The Dark Knight Rises";2012;http://www.icheckmovies.com/movies/the+dark+knight+rises/;50220;3847;9;485;;http://www.imdb.com/title/tt1345836/;"2014-04-23 21:02:55";no;no;no;no
"The Dark Knight";2008;http://www.icheckmovies.com/movies/the+dark+knight/;113666;13770;18;816;;http://www.imdb.com/title/tt0468569/;"2014-04-23 21:02:51";no;no;no;no
"A Dangerous Method";2011;http://www.icheckmovies.com/movies/a+dangerous+method/;5642;163;1;120;;http://www.imdb.com/title/tt1571222/;"2014-04-23 21:02:49";no;no;no;no
Crash;2004;http://www.icheckmovies.com/movies/crash/;39912;2113;4;224;;http://www.imdb.com/title/tt0375679/;"2014-04-23 21:00:14";no;no;no;no
"Close Encounters of the Third Kind";1977;http://www.icheckmovies.com/movies/close+encounters+of+the+third+kind/;27272;1308;19;362;;http://www.imdb.com/title/tt0075860/;"2014-04-23 21:00:07";no;no;no;no
"A Clockwork Orange";1971;http://www.icheckmovies.com/movies/a+clockwork+orange/;69836;8278;30;858;;http://www.imdb.com/title/tt0066921/;"2014-04-23 21:00:03";no;no;no;no
"Cidade de Deus";2002;http://www.icheckmovies.com/movies/cidade+de+deus/;42948;5590;19;545;"City of God";http://www.imdb.com/title/tt0317248/;"2014-04-23 20:59:58";no;no;no;no
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe";2005;http://www.icheckmovies.com/movies/the+chronicles+of+narnia+the+lion+the+witch+and+the+wardrobe/;56849;988;2;153;;http://www.imdb.com/title/tt0363771/;"2014-04-23 20:59:54";no;no;no;no
"Children of Men";2006;http://www.icheckmovies.com/movies/children+of+men/;51032;4850;11;442;;http://www.imdb.com/title/tt0206634/;"2014-04-23 20:59:51";no;no;no;no
"A Bug's Life";1998;http://www.icheckmovies.com/movies/a+bugs+life/;64194;1186;3;189;;http://www.imdb.com/title/tt0120623/;"2014-04-23 20:56:54";no;no;no;no
"Bruce Almighty";2003;http://www.icheckmovies.com/movies/bruce+almighty/;65216;1203;2;125;;http://www.imdb.com/title/tt0315327/;"2014-04-23 20:56:52";no;no;no;no
"Brokeback Mountain";2005;http://www.icheckmovies.com/movies/brokeback+mountain/;35872;2147;13;354;;http://www.imdb.com/title/tt0388795/;"2014-04-23 20:56:49";no;no;no;no
Brave;2012;http://www.icheckmovies.com/movies/brave-2012/;20804;854;1;233;;http://www.imdb.com/title/tt1217209/;"2014-04-23 20:56:46";no;no;no;no
"The Bourne Ultimatum";2007;http://www.icheckmovies.com/movies/the+bourne+ultimatum/;64626;2789;9;283;;http://www.imdb.com/title/tt0440963/;"2014-04-23 20:56:41";no;no;no;no
"The Bourne Supremacy";2004;http://www.icheckmovies.com/movies/the+bourne+supremacy/;48998;1676;6;202;;http://www.imdb.com/title/tt0372183/;"2014-04-23 20:56:35";no;no;no;no
"The Bourne Identity";2002;http://www.icheckmovies.com/movies/the+bourne+identity/;55248;2394;5;247;;http://www.imdb.com/title/tt0258463/;"2014-04-23 20:56:34";no;no;no;no
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan";2006;http://www.icheckmovies.com/movies/borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan/;53705;2019;5;223;;http://www.imdb.com/title/tt0443453/;"2014-04-23 20:56:31";no;no;no;no
"The Bodyguard";1992;http://www.icheckmovies.com/movies/the+bodyguard/;20521;222;1;64;;http://www.imdb.com/title/tt0103855/;"2014-04-23 20:56:29";no;no;no;no
"The Blair Witch Project";1999;http://www.icheckmovies.com/movies/the+blair+witch+project/;42599;1099;9;296;;http://www.imdb.com/title/tt0185937/;"2014-04-23 20:56:25";no;no;no;no
"Blade Runner";1982;http://www.icheckmovies.com/movies/blade+runner/;55597;5823;26;783;;http://www.imdb.com/title/tt0083658/;"2014-04-23 20:56:18";no;no;no;no
"Billy Elliot";2000;http://www.icheckmovies.com/movies/billy+elliot/;21406;1164;4;151;;http://www.imdb.com/title/tt0249462/;"2014-04-23 20:56:06";no;no;no;no
"The Big Lebowski";1998;http://www.icheckmovies.com/movies/the+big+lebowski/;66927;8508;20;615;;http://www.imdb.com/title/tt0118715/;"2014-04-23 20:56:04";no;no;no;no
"Being John Malkovich";1999;http://www.icheckmovies.com/movies/being+john+malkovich/;36743;3218;10;397;;http://www.imdb.com/title/tt0120601/;"2014-04-23 20:54:53";no;no;no;no
"A Beautiful Mind";2001;http://www.icheckmovies.com/movies/a+beautiful+mind/;60918;4160;11;322;;http://www.imdb.com/title/tt0268978/;"2014-04-23 20:54:39";no;no;no;no
"Annie Hall";1977;http://www.icheckmovies.com/movies/annie+hall/;31511;3710;29;648;;http://www.imdb.com/title/tt0075686/;"2014-04-23 20:54:25";no;no;no;no
"Anchorman: The Legend of Ron Burgundy";2004;http://www.icheckmovies.com/movies/anchorman+the+legend+of+ron+burgundy/;40005;2447;3;223;;http://www.imdb.com/title/tt0357413/;"2014-04-23 20:54:23";no;no;no;no
"American Psycho";2000;http://www.icheckmovies.com/movies/american+psycho/;43838;3868;8;390;;http://www.imdb.com/title/tt0144084/;"2014-04-23 20:54:19";no;no;no;no
"American Pie 2";2001;http://www.icheckmovies.com/movies/american+pie+2/;44189;392;2;103;;http://www.imdb.com/title/tt0252866/;"2014-04-23 20:54:18";no;no;no;no
"American Pie";1999;http://www.icheckmovies.com/movies/american+pie/;55605;889;4;157;;http://www.imdb.com/title/tt0163651/;"2014-04-23 20:54:15";no;no;no;no
"American History X";1998;http://www.icheckmovies.com/movies/american+history+x/;68427;6544;11;400;;http://www.imdb.com/title/tt0120586/;"2014-04-23 20:54:13";no;no;no;no
"American Beauty";1999;http://www.icheckmovies.com/movies/american+beauty/;81161;8581;23;648;;http://www.imdb.com/title/tt0169547/;"2014-04-23 20:54:11";no;no;no;no
Amadeus;1984;http://www.icheckmovies.com/movies/amadeus/;38151;3317;21;443;;http://www.imdb.com/title/tt0086879/;"2014-04-23 20:54:08";yes;no;no;no
"Almost Famous";2000;http://www.icheckmovies.com/movies/almost+famous/;32184;2883;8;284;;http://www.imdb.com/title/tt0181875/;"2014-04-23 20:54:05";no;no;no;no
Alien;1979;http://www.icheckmovies.com/movies/alien/;66071;5458;22;760;;http://www.imdb.com/title/tt0078748/;"2014-04-23 20:54:00";no;no;no;no
"Alice in Wonderland";2010;http://www.icheckmovies.com/movies/alice+in+wonderland-2010/;52869;1026;2;203;;http://www.imdb.com/title/tt1014759/;"2014-04-23 20:53:57";no;no;no;no
Airplane!;1980;http://www.icheckmovies.com/movies/airplaneexclamation/;38042;2480;12;347;;http://www.imdb.com/title/tt0080339/;"2014-04-23 20:53:53";no;no;no;no
Adaptation.;2002;http://www.icheckmovies.com/movies/adaptation./;21324;2072;8;337;;http://www.imdb.com/title/tt0268126/;"2014-04-23 20:53:51";no;no;no;no
"8 Mile";2002;http://www.icheckmovies.com/movies/8+mile/;34658;721;3;117;;http://www.imdb.com/title/tt0298203/;"2014-04-23 20:53:43";no;no;no;no
"(500) Days of Summer";2009;http://www.icheckmovies.com/movies/500+days+of+summer/;50751;5322;4;300;;http://www.imdb.com/title/tt1022603/;"2014-04-23 20:53:40";no;no;no;no
300;2006;http://www.icheckmovies.com/movies/300/;64802;3255;5;244;;http://www.imdb.com/title/tt0416449/;"2014-04-23 20:53:37";no;no;no;no
"28 Days Later...";2002;http://www.icheckmovies.com/movies/28+days+later.../;43837;2954;8;327;;http://www.imdb.com/title/tt0289043/;"2014-04-23 20:52:56";no;no;no;no
