title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
"Batman Begins";2005;http://www.icheckmovies.com/movies/batman+begins/;94276;5282;11;480;;http://www.imdb.com/title/tt0372784/;"2014-04-23 23:39:19";no;no;no;no
"Sin City";2005;http://www.icheckmovies.com/movies/sin+city/;71332;5243;7;401;;http://www.imdb.com/title/tt0401792/;"2014-04-23 23:39:18";no;no;no;no
Alien;1979;http://www.icheckmovies.com/movies/alien/;66007;5449;22;761;;http://www.imdb.com/title/tt0078748/;"2014-04-23 23:39:17";no;no;no;no
"Finding Nemo";2003;http://www.icheckmovies.com/movies/finding+nemo/;108049;5394;15;446;;http://www.imdb.com/title/tt0266543/;"2014-04-23 23:39:16";no;no;no;no
"Raiders of the Lost Ark";1981;http://www.icheckmovies.com/movies/raiders+of+the+lost+ark/;75372;5481;25;624;;http://www.imdb.com/title/tt0082971/;"2014-04-23 23:39:14";no;no;no;no
"Cidade de Deus";2002;http://www.icheckmovies.com/movies/cidade+de+deus/;42914;5585;19;546;"City of God";http://www.imdb.com/title/tt0317248/;"2014-04-23 23:39:13";no;no;no;no
"Taxi Driver";1976;http://www.icheckmovies.com/movies/taxi+driver/;54804;5768;30;841;;http://www.imdb.com/title/tt0075314/;"2014-04-23 23:38:54";no;no;no;no
"Shaun of the Dead";2004;http://www.icheckmovies.com/movies/shaun+of+the+dead/;61870;5678;12;468;;http://www.imdb.com/title/tt0365748/;"2014-04-23 23:38:46";no;no;no;no
Trainspotting;1996;http://www.icheckmovies.com/movies/trainspotting/;59474;5750;17;509;;http://www.imdb.com/title/tt0117951/;"2014-04-23 23:38:43";no;no;no;no
"Blade Runner";1982;http://www.icheckmovies.com/movies/blade+runner/;55552;5815;26;783;;http://www.imdb.com/title/tt0083658/;"2014-04-23 23:38:30";no;no;no;no
"Black Swan";2010;http://www.icheckmovies.com/movies/black+swan/;67117;5807;10;533;;http://www.imdb.com/title/tt0947798/;"2014-04-23 23:38:29";no;no;no;no
Snatch.;2000;http://www.icheckmovies.com/movies/snatch./;58081;5860;10;380;;http://www.imdb.com/title/tt0208092/;"2014-04-23 23:38:28";no;no;no;no
"No Country for Old Men";2007;http://www.icheckmovies.com/movies/no+country+for+old+men/;65250;6024;19;640;;http://www.imdb.com/title/tt0477348/;"2014-04-23 23:38:22";no;no;no;no
"Toy Story";1995;http://www.icheckmovies.com/movies/toy+story/;110785;6089;22;577;;http://www.imdb.com/title/tt0114709/;"2014-04-23 23:38:21";no;no;no;no
"2001: A Space Odyssey";1968;http://www.icheckmovies.com/movies/2001+a+space+odyssey/;53742;6158;36;901;;http://www.imdb.com/title/tt0062622/;"2014-04-23 23:37:46";no;no;no;no
Gladiator;2000;http://www.icheckmovies.com/movies/gladiator/;90624;6157;20;507;;http://www.imdb.com/title/tt0172495/;"2014-04-23 23:37:44";no;no;no;no
"The Truman Show";1998;http://www.icheckmovies.com/movies/the+truman+show/;82124;6338;9;463;;http://www.imdb.com/title/tt0120382/;"2014-04-23 23:37:44";no;no;no;no
"The Usual Suspects";1995;http://www.icheckmovies.com/movies/the+usual+suspects/;58468;6262;21;551;;http://www.imdb.com/title/tt0114814/;"2014-04-23 23:37:40";no;no;no;no
"Schindler's List";1993;http://www.icheckmovies.com/movies/schindlers+list/;71242;6360;30;724;;http://www.imdb.com/title/tt0108052/;"2014-04-23 23:37:39";no;no;no;no
Goodfellas;1990;http://www.icheckmovies.com/movies/goodfellas/;59181;6585;27;774;;http://www.imdb.com/title/tt0099685/;"2014-04-23 23:37:34";no;no;no;no
"American History X";1998;http://www.icheckmovies.com/movies/american+history+x/;68380;6542;11;399;;http://www.imdb.com/title/tt0120586/;"2014-04-23 23:37:33";no;no;no;no
"One Flew Over the Cuckoo's Nest";1975;http://www.icheckmovies.com/movies/one+flew+over+the+cuckoos+nest/;61659;6707;31;745;;http://www.imdb.com/title/tt0073486/;"2014-04-23 23:37:32";no;no;no;no
"Requiem for a Dream";2000;http://www.icheckmovies.com/movies/requiem+for+a+dream/;62772;6670;16;539;;http://www.imdb.com/title/tt0180093/;"2014-04-23 23:37:29";no;no;no;no
"The Departed";2006;http://www.icheckmovies.com/movies/the+departed/;73367;6695;16;544;;http://www.imdb.com/title/tt0407887/;"2014-04-23 23:37:28";no;no;no;no
"El laberinto del fauno";2006;http://www.icheckmovies.com/movies/el+laberinto+del+fauno/;59476;6639;26;608;"Pan's Labyrinth";http://www.imdb.com/title/tt0457430/;"2014-04-23 23:37:27";no;no;no;no
"The Lion King";1994;http://www.icheckmovies.com/movies/the+lion+king/;111416;7165;19;498;;http://www.imdb.com/title/tt0110357/;"2014-04-23 23:37:19";no;no;no;no
"The Prestige";2006;http://www.icheckmovies.com/movies/the+prestige/;70979;7162;12;462;;http://www.imdb.com/title/tt0482571/;"2014-04-23 23:37:18";no;no;no;no
"The Silence of the Lambs";1991;http://www.icheckmovies.com/movies/the+silence+of+the+lambs/;84639;7321;28;785;;http://www.imdb.com/title/tt0102926/;"2014-04-23 23:37:17";no;no;no;no
"The Shining";1980;http://www.icheckmovies.com/movies/the+shining/;76601;7384;21;809;;http://www.imdb.com/title/tt0081505/;"2014-04-23 23:37:15";no;no;no;no
"Kill Bill: Vol. 1";2003;http://www.icheckmovies.com/movies/kill+bill+vol.+1/;88775;7479;12;585;;http://www.imdb.com/title/tt0266697/;"2014-04-23 23:37:14";no;no;no;no
"Star Wars";1977;http://www.icheckmovies.com/movies/star+wars/;92836;7708;33;828;;http://www.imdb.com/title/tt0076759/;"2014-04-23 23:37:13";no;no;no;no
"Star Wars: Episode V - The Empire Strikes Back";1980;http://www.icheckmovies.com/movies/star+wars+episode+v+-+the+empire+strikes+back/;88831;7721;22;699;;http://www.imdb.com/title/tt0080684/;"2014-04-23 23:37:12";no;no;no;no
"Reservoir Dogs";1992;http://www.icheckmovies.com/movies/reservoir+dogs/;71717;7921;20;695;;http://www.imdb.com/title/tt0105236/;"2014-04-23 23:36:32";no;no;no;no
WALL·E;2008;http://www.icheckmovies.com/movies/walle/;94619;8049;17;541;;http://www.imdb.com/title/tt0910970/;"2014-04-23 23:36:31";no;no;no;no
"Donnie Darko";2001;http://www.icheckmovies.com/movies/donnie+darko/;73982;8234;18;580;;http://www.imdb.com/title/tt0246578/;"2014-04-23 23:36:30";no;no;no;no
"A Clockwork Orange";1971;http://www.icheckmovies.com/movies/a+clockwork+orange/;69773;8274;30;859;;http://www.imdb.com/title/tt0066921/;"2014-04-23 23:36:29";yes;no;no;no
"American Beauty";1999;http://www.icheckmovies.com/movies/american+beauty/;81084;8578;23;647;;http://www.imdb.com/title/tt0169547/;"2014-04-23 23:36:28";no;no;no;no
"V for Vendetta";2005;http://www.icheckmovies.com/movies/v+for+vendetta/;86192;8292;8;405;;http://www.imdb.com/title/tt0434409/;"2014-04-23 23:36:28";yes;no;no;no
"Back to the Future";1985;http://www.icheckmovies.com/movies/back+to+the+future/;98588;8534;21;650;;http://www.imdb.com/title/tt0088763/;"2014-04-23 23:36:26";no;no;no;no
"The Big Lebowski";1998;http://www.icheckmovies.com/movies/the+big+lebowski/;66867;8502;20;615;;http://www.imdb.com/title/tt0118715/;"2014-04-23 23:36:25";no;no;no;no
"The Lord of the Rings: The Two Towers";2002;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+two+towers/;104769;8664;19;714;;http://www.imdb.com/title/tt0167261/;"2014-04-23 23:36:23";no;no;no;no
Se7en;1995;http://www.icheckmovies.com/movies/se7en/;84677;8929;22;680;;http://www.imdb.com/title/tt0114369/;"2014-04-23 23:36:23";no;no;no;no
Memento;2000;http://www.icheckmovies.com/movies/memento/;76106;9063;21;671;;http://www.imdb.com/title/tt0209144/;"2014-04-23 23:36:21";yes;no;no;no
"The Lord of the Rings: The Fellowship of the Ring";2001;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+fellowship+of+the+ring/;109400;10091;23;814;;http://www.imdb.com/title/tt0120737/;"2014-04-23 23:36:18";no;no;no;no
"The Lord of the Rings: The Return of the King";2003;http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+return+of+the+king/;104709;10199;21;792;;http://www.imdb.com/title/tt0167260/;"2014-04-23 23:36:18";no;no;no;no
"The Godfather";1972;http://www.icheckmovies.com/movies/the+godfather/;75965;10368;35;1002;;http://www.imdb.com/title/tt0068646/;"2014-04-23 23:36:16";no;no;no;no
"The Matrix";1999;http://www.icheckmovies.com/movies/the+matrix/;108630;10234;21;741;;http://www.imdb.com/title/tt0133093/;"2014-04-23 23:36:16";yes;no;no;no
Inception;2010;http://www.icheckmovies.com/movies/inception/;103540;13308;15;774;;http://www.imdb.com/title/tt1375666/;"2014-04-23 23:36:11";no;no;no;no
"The Dark Knight";2008;http://www.icheckmovies.com/movies/the+dark+knight/;113563;13760;18;814;;http://www.imdb.com/title/tt0468569/;"2014-04-23 23:36:09";no;no;no;no
"The Shawshank Redemption";1994;http://www.icheckmovies.com/movies/the+shawshank+redemption/;88096;13712;21;723;;http://www.imdb.com/title/tt0111161/;"2014-04-23 23:36:09";no;no;no;no
"Pulp Fiction";1994;http://www.icheckmovies.com/movies/pulp+fiction/;98758;16224;31;1112;;http://www.imdb.com/title/tt0110912/;"2014-04-23 23:36:06";yes;no;no;no
"Fight Club";1999;http://www.icheckmovies.com/movies/fight+club/;103463;17370;14;857;;http://www.imdb.com/title/tt0137523/;"2014-04-23 23:35:54";no;no;no;no
