title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
"The Matrix Revolutions";2003;http://www.icheckmovies.com/movies/the+matrix+revolutions/;50778;946;2;188;;http://www.imdb.com/title/tt0242653/;"2013-04-04 23:15:57";no;no;no;no
Cars;2006;http://www.icheckmovies.com/movies/cars/;53710;922;2;193;;http://www.imdb.com/title/tt0317219/;"2013-04-04 23:15:56";no;no;no;no
"King Kong";2005;http://www.icheckmovies.com/movies/king+kong-2005-1/;51791;911;4;206;;http://www.imdb.com/title/tt0360717/;"2013-04-04 23:15:55";no;no;no;no
Tarzan;1999;http://www.icheckmovies.com/movies/tarzan/;53851;924;3;134;;http://www.imdb.com/title/tt0120855/;"2013-04-04 23:15:49";no;no;no;no
Babe;1995;http://www.icheckmovies.com/movies/babe/;53169;764;9;169;;http://www.imdb.com/title/tt0112431/;"2013-04-04 23:15:47";no;no;no;no
"Meet the Parents";2000;http://www.icheckmovies.com/movies/meet+the+parents/;52094;783;3;127;;http://www.imdb.com/title/tt0212338/;"2013-04-04 23:15:45";no;no;no;no
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan";2006;http://www.icheckmovies.com/movies/borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan/;53655;2018;5;223;;http://www.imdb.com/title/tt0443453/;"2013-04-04 23:15:44";no;no;no;no
"Scary Movie";2000;http://www.icheckmovies.com/movies/scary+movie/;53203;535;3;120;;http://www.imdb.com/title/tt0175142/;"2013-04-04 23:15:40";no;no;no;no
Pocahontas;1995;http://www.icheckmovies.com/movies/pocahontas/;55542;1036;2;145;;http://www.imdb.com/title/tt0114148/;"2013-04-04 23:15:38";no;no;no;no
Madagascar;2005;http://www.icheckmovies.com/movies/madagascar/;55578;813;2;132;;http://www.imdb.com/title/tt0351283/;"2013-04-04 23:15:37";no;no;no;no
Bambi;1942;http://www.icheckmovies.com/movies/bambi/;55636;769;12;246;;http://www.imdb.com/title/tt0034492/;"2013-04-04 23:15:30";no;no;no;no
"American Pie";1999;http://www.icheckmovies.com/movies/american+pie/;55562;889;4;157;;http://www.imdb.com/title/tt0163651/;"2013-04-04 23:15:29";no;no;no;no
"I, Robot";2004;http://www.icheckmovies.com/movies/i+robot/;54988;1097;2;136;;http://www.imdb.com/title/tt0343818/;"2013-04-04 23:15:29";no;no;no;no
"Dumb & Dumber";1994;http://www.icheckmovies.com/movies/dumb+and+dumber/;54633;1695;5;164;"Dumb Happens";http://www.imdb.com/title/tt0109686/;"2013-04-04 23:15:28";no;no;no;no
"Mrs. Doubtfire";1993;http://www.icheckmovies.com/movies/mrs.+doubtfire/;55143;1298;6;122;;http://www.imdb.com/title/tt0107614/;"2013-04-04 23:15:27";no;no;no;no
"The Da Vinci Code";2006;http://www.icheckmovies.com/movies/the+da+vinci+code/;54892;790;2;133;;http://www.imdb.com/title/tt0382625/;"2013-04-04 23:15:25";no;no;no;no
"Men in Black II";2002;http://www.icheckmovies.com/movies/men+in+black+ii/;54619;478;2;123;;http://www.imdb.com/title/tt0120912/;"2013-04-04 23:15:24";no;no;no;no
"Star Wars: Episode II - Attack of the Clones";2002;http://www.icheckmovies.com/movies/star+wars+episode+ii+-+attack+of+the+clones/;55573;1011;3;239;;http://www.imdb.com/title/tt0121765/;"2013-04-04 23:15:23";no;no;no;no
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe";2005;http://www.icheckmovies.com/movies/the+chronicles+of+narnia+the+lion+the+witch+and+the+wardrobe/;56805;987;2;153;;http://www.imdb.com/title/tt0363771/;"2013-04-04 23:15:22";no;no;no;no
"101 Dalmatians";1996;http://www.icheckmovies.com/movies/101+dalmatians/;55150;349;2;82;;http://www.imdb.com/title/tt0115433/;"2013-04-04 23:15:20";no;no;no;no
Batman;1989;http://www.icheckmovies.com/movies/batman/;57382;1517;8;280;;http://www.imdb.com/title/tt0096895/;"2013-04-04 23:15:19";no;no;no;no
"Mr. & Mrs. Smith";2005;http://www.icheckmovies.com/movies/mr.+and+mrs.+smith/;57412;933;2;125;;http://www.imdb.com/title/tt0356910/;"2013-04-04 23:15:13";no;no;no;no
"The Jungle Book";1967;http://www.icheckmovies.com/movies/the+jungle+book/;60247;1143;9;207;;http://www.imdb.com/title/tt0061852/;"2013-04-04 23:15:07";no;no;no;no
"The Mummy";1999;http://www.icheckmovies.com/movies/the+mummy-1999/;57663;1253;3;149;;http://www.imdb.com/title/tt0120616/;"2013-04-04 23:15:07";no;no;no;no
"Home Alone 2: Lost in New York";1992;http://www.icheckmovies.com/movies/home+alone+2+lost+in+new+york/;57959;894;2;127;;http://www.imdb.com/title/tt0104431/;"2013-04-04 23:15:06";no;no;no;no
Grease;1978;http://www.icheckmovies.com/movies/grease/;60496;1859;10;252;;http://www.imdb.com/title/tt0077631/;"2013-04-04 23:15:05";no;no;no;no
"The Matrix Reloaded";2003;http://www.icheckmovies.com/movies/the+matrix+reloaded/;57386;1255;3;216;;http://www.imdb.com/title/tt0234215/;"2013-04-04 23:15:03";no;no;no;no
"The Simpsons Movie";2007;http://www.icheckmovies.com/movies/the+simpsons+movie/;59853;1268;2;154;;http://www.imdb.com/title/tt0462538/;"2013-04-04 23:15:01";no;no;no;no
Transformers;2007;http://www.icheckmovies.com/movies/transformers/;60282;1255;3;198;;http://www.imdb.com/title/tt0418279/;"2013-04-04 23:15:00";no;no;no;no
X-Men;2000;http://www.icheckmovies.com/movies/x-men/;61540;1534;5;226;;http://www.imdb.com/title/tt0120903/;"2013-04-04 23:14:59";no;no;no;no
"Star Wars: Episode I - The Phantom Menace";1999;http://www.icheckmovies.com/movies/star+wars+episode+i+-+the+phantom+menace/;60062;1065;4;284;;http://www.imdb.com/title/tt0120915/;"2013-04-04 23:14:55";no;no;no;no
"The Mask";1994;http://www.icheckmovies.com/movies/the+mask/;62339;1323;3;138;;http://www.imdb.com/title/tt0110475/;"2013-04-04 23:14:54";no;no;no;no
"Snow White and the Seven Dwarfs";1937;http://www.icheckmovies.com/movies/snow+white+and+the+seven+dwarfs/;63357;1066;21;375;;http://www.imdb.com/title/tt0029583/;"2013-04-04 23:14:53";no;no;no;no
"A Bug's Life";1998;http://www.icheckmovies.com/movies/a+bugs+life/;64141;1184;3;188;;http://www.imdb.com/title/tt0120623/;"2013-04-04 23:14:51";no;no;no;no
"Independence Day";1996;http://www.icheckmovies.com/movies/independence+day/;63808;1626;7;194;;http://www.imdb.com/title/tt0116629/;"2013-04-04 23:14:48";no;no;no;no
"Bruce Almighty";2003;http://www.icheckmovies.com/movies/bruce+almighty/;65171;1200;2;125;;http://www.imdb.com/title/tt0315327/;"2013-04-04 23:14:47";no;no;no;no
"Pirates of the Caribbean: At World's End";2007;http://www.icheckmovies.com/movies/pirates+of+the+caribbean+at+worlds+end/;66116;1336;2;244;;http://www.imdb.com/title/tt0449088/;"2013-04-04 23:14:46";no;no;no;no
"Charlie and the Chocolate Factory";2005;http://www.icheckmovies.com/movies/charlie+and+the+chocolate+factory/;67034;1317;2;176;;http://www.imdb.com/title/tt0367594/;"2013-04-04 23:14:45";no;no;no;no
"Ice Age";2002;http://www.icheckmovies.com/movies/ice+age/;71848;1532;4;168;;http://www.imdb.com/title/tt0268380/;"2013-04-04 23:14:42";no;no;no;no
"Spider-Man 2";2004;http://www.icheckmovies.com/movies/spider-man+2/;73089;1431;7;285;;http://www.imdb.com/title/tt0316654/;"2013-04-04 23:14:39";no;no;no;no
"Pirates of the Caribbean: Dead Man's Chest";2006;http://www.icheckmovies.com/movies/pirates+of+the+caribbean+dead+mans+chest/;72724;1626;4;266;;http://www.imdb.com/title/tt0383574/;"2013-04-04 23:14:37";no;no;no;no
"Shrek 2";2004;http://www.icheckmovies.com/movies/shrek+2/;72744;1054;4;201;;http://www.imdb.com/title/tt0298148/;"2013-04-04 23:14:35";no;no;no;no
Spider-Man;2002;http://www.icheckmovies.com/movies/spider-man/;79241;1554;7;293;;http://www.imdb.com/title/tt0145487/;"2013-04-04 23:14:30";no;no;no;no
9;2009;http://www.icheckmovies.com/movies/9/;7531;298;0;70;;http://www.imdb.com/title/tt0472033/;"2013-04-01 14:21:33";no;no;no;no
Zodiac;2007;http://www.icheckmovies.com/movies/zodiac/;32466;2021;8;324;;http://www.imdb.com/title/tt0443706/;"2013-03-31 23:57:57";no;no;no;no
Tangled;2010;http://www.icheckmovies.com/movies/tangled/;39627;2578;4;227;;http://www.imdb.com/title/tt0398286/;"2013-03-31 21:36:43";no;no;no;no
"Cool Hand Luke";1967;http://www.icheckmovies.com/movies/cool+hand+luke/;17251;1536;13;316;;http://www.imdb.com/title/tt0061512/;"2013-03-31 19:40:50";no;no;no;no
"Apollo 13";1995;http://www.icheckmovies.com/movies/apollo+13/;41077;1217;4;220;;http://www.imdb.com/title/tt0112384/;"2013-03-31 19:40:39";no;no;no;no
"The Bourne Supremacy";2004;http://www.icheckmovies.com/movies/the+bourne+supremacy/;48962;1675;6;202;;http://www.imdb.com/title/tt0372183/;"2013-03-31 19:31:59";no;no;no;no
"Artificial Intelligence: AI";2001;http://www.icheckmovies.com/movies/artificial+intelligence+ai/;43064;1762;10;253;;http://www.imdb.com/title/tt0212720/;"2013-03-31 19:31:46";no;no;no;no
"The Hurt Locker";2008;http://www.icheckmovies.com/movies/the+hurt+locker/;36356;1880;10;338;;http://www.imdb.com/title/tt0887912/;"2013-03-31 19:31:29";no;no;no;no
"Life of Brian";1979;http://www.icheckmovies.com/movies/life+of+brian/;47471;3544;16;366;;http://www.imdb.com/title/tt0079470/;"2013-03-31 19:22:54";no;no;no;no
"Wo hu cang long";2000;http://www.icheckmovies.com/movies/wo+hu+cang+long/;30655;1715;19;372;"Crouching Tiger, Hidden Dragon";http://www.imdb.com/title/tt0190332/;"2013-03-31 15:55:48";no;no;no;no
"The Little Mermaid";1989;http://www.icheckmovies.com/movies/the+little+mermaid/;61025;1836;4;194;;http://www.imdb.com/title/tt0097757/;"2013-03-31 15:55:45";no;no;no;no
"Star Wars: Episode III - Revenge of the Sith";2005;http://www.icheckmovies.com/movies/star+wars+episode+iii+-+revenge+of+the+sith/;58978;1774;4;295;;http://www.imdb.com/title/tt0121766/;"2013-03-31 15:55:31";no;no;no;no
Jumanji;1995;http://www.icheckmovies.com/movies/jumanji/;61570;1887;2;116;;http://www.imdb.com/title/tt0113497/;"2013-03-31 15:55:13";no;no;no;no
"Once Upon a Time in America";1984;http://www.icheckmovies.com/movies/once+upon+a+time+in+america/;21241;1841;15;387;;http://www.imdb.com/title/tt0087843/;"2013-03-31 15:55:11";no;no;no;no
"Men in Black";1997;http://www.icheckmovies.com/movies/men+in+black/;73599;1922;6;207;;http://www.imdb.com/title/tt0119654/;"2013-03-31 15:55:06";no;no;no;no
Platoon;1986;http://www.icheckmovies.com/movies/platoon/;36172;1836;17;383;;http://www.imdb.com/title/tt0091763/;"2013-03-31 15:55:01";no;no;no;no
"Despicable Me";2010;http://www.icheckmovies.com/movies/despicable+me/;42963;2105;1;183;;http://www.imdb.com/title/tt1323594/;"2013-03-31 15:55:00";no;no;no;no
"Harry Potter and the Chamber of Secrets";2002;http://www.icheckmovies.com/movies/harry+potter+and+the+chamber+of+secrets/;74654;2002;2;292;;http://www.imdb.com/title/tt0295297/;"2013-03-31 15:54:51";no;no;no;no
"The Notebook";2004;http://www.icheckmovies.com/movies/the+notebook/;28111;1932;0;184;;http://www.imdb.com/title/tt0332280/;"2013-03-31 15:54:50";no;no;no;no
"The Artist";2011;http://www.icheckmovies.com/movies/the+artist-2011-1/;22002;1997;9;401;;http://www.imdb.com/title/tt1655442/;"2013-03-31 15:54:45";no;no;no;no
"True Grit";2010;http://www.icheckmovies.com/movies/true+grit-2010-1/;35134;1950;4;291;;http://www.imdb.com/title/tt1403865/;"2013-03-31 15:54:41";no;no;no;no
"Harry Potter and the Order of the Phoenix";2007;http://www.icheckmovies.com/movies/harry+potter+and+the+order+of+the+phoenix/;70453;2016;3;286;;http://www.imdb.com/title/tt0373889/;"2013-03-31 15:54:32";no;no;no;no
Beetlejuice;1988;http://www.icheckmovies.com/movies/beetlejuice-1988/;36222;2094;4;187;;http://www.imdb.com/title/tt0094721/;"2013-03-31 15:54:23";no;no;no;no
"The Pursuit of Happyness";2006;http://www.icheckmovies.com/movies/the+pursuit+of+happyness/;40220;2097;2;144;;http://www.imdb.com/title/tt0454921/;"2013-03-31 15:54:22";no;no;no;no
"High Fidelity";2000;http://www.icheckmovies.com/movies/high+fidelity/;19952;1887;3;189;;http://www.imdb.com/title/tt0146882/;"2013-03-31 15:54:10";no;no;no;no
"This Is Spinal Tap";1984;http://www.icheckmovies.com/movies/this+is+spinal+tap/;25355;1990;17;335;;http://www.imdb.com/title/tt0088258/;"2013-03-31 15:53:57";no;no;no;no
"Harry Potter and the Half-Blood Prince";2009;http://www.icheckmovies.com/movies/harry+potter+and+the+half-blood+prince/;67596;2096;2;289;;http://www.imdb.com/title/tt0417741/;"2013-03-31 15:53:54";no;no;no;no
Gattaca;1997;http://www.icheckmovies.com/movies/gattaca/;24977;2178;3;223;;http://www.imdb.com/title/tt0119177/;"2013-03-31 15:53:48";no;no;no;no
"Kiss Kiss Bang Bang";2005;http://www.icheckmovies.com/movies/kiss+kiss+bang+bang/;22164;2067;4;220;;http://www.imdb.com/title/tt0373469/;"2013-03-31 15:53:44";no;no;no;no
"Harry Potter and the Goblet of Fire";2005;http://www.icheckmovies.com/movies/harry+potter+and+the+goblet+of+fire/;72533;2150;2;300;;http://www.imdb.com/title/tt0330373/;"2013-03-31 15:53:37";no;no;no;no
"Willy Wonka & the Chocolate Factory";1971;http://www.icheckmovies.com/movies/willy+wonka+and+the+chocolate+factory/;50227;2231;6;222;;http://www.imdb.com/title/tt0067992/;"2013-03-31 15:53:11";no;no;no;no
"Mean Girls";2004;http://www.icheckmovies.com/movies/mean+girls/;39169;2206;2;201;;http://www.imdb.com/title/tt0377092/;"2013-03-31 15:52:58";no;no;no;no
"X-Men: First Class";2011;http://www.icheckmovies.com/movies/x-men+first+class/;42569;2255;1;263;;http://www.imdb.com/title/tt1270798/;"2013-03-31 15:52:41";no;no;no;no
"Cast Away";2000;http://www.icheckmovies.com/movies/cast+away/;54697;2221;3;191;;http://www.imdb.com/title/tt0162222/;"2013-03-31 15:52:39";no;no;no;no
Rocky;1976;http://www.icheckmovies.com/movies/rocky/;57254;2228;19;419;;http://www.imdb.com/title/tt0075148/;"2013-03-31 15:52:37";no;no;no;no
Mulan;1998;http://www.icheckmovies.com/movies/mulan/;57219;2386;3;170;;http://www.imdb.com/title/tt0120762/;"2013-03-31 15:52:35";no;no;no;no
"Minority Report";2002;http://www.icheckmovies.com/movies/minority+report/;51379;2304;6;284;;http://www.imdb.com/title/tt0181689/;"2013-03-31 15:52:27";no;no;no;no
"Anchorman: The Legend of Ron Burgundy";2004;http://www.icheckmovies.com/movies/anchorman+the+legend+of+ron+burgundy/;39973;2446;3;223;;http://www.imdb.com/title/tt0357413/;"2013-03-31 15:52:19";no;no;no;no
Airplane!;1980;http://www.icheckmovies.com/movies/airplaneexclamation/;38009;2476;12;346;;http://www.imdb.com/title/tt0080339/;"2013-03-31 15:52:17";no;no;no;no
"Home Alone";1990;http://www.icheckmovies.com/movies/home+alone/;81539;2382;5;216;;http://www.imdb.com/title/tt0099785/;"2013-03-31 15:52:15";no;no;no;no
"Harry Potter and the Sorcerer's Stone";2001;http://www.icheckmovies.com/movies/harry+potter+and+the+sorcerers+stone/;79873;2517;4;347;"Harry Potter and the Philosopher's Stone";http://www.imdb.com/title/tt0241527/;"2013-03-31 15:52:08";no;no;no;no
"To Kill a Mockingbird";1962;http://www.icheckmovies.com/movies/to+kill+a+mockingbird/;39833;2434;18;433;;http://www.imdb.com/title/tt0056592/;"2013-03-31 15:52:07";no;no;no;no
"The Exorcist";1973;http://www.icheckmovies.com/movies/the+exorcist/;55763;2439;20;569;;http://www.imdb.com/title/tt0070047/;"2013-03-31 15:52:06";no;no;no;no
"Who Framed Roger Rabbit";1988;http://www.icheckmovies.com/movies/who+framed+roger+rabbit/;50153;2527;13;323;;http://www.imdb.com/title/tt0096438/;"2013-03-31 15:52:00";no;no;no;no
"Rain Man";1988;http://www.icheckmovies.com/movies/rain+man/;50461;2525;14;322;;http://www.imdb.com/title/tt0095953/;"2013-03-31 15:51:53";no;no;no;no
"The Bourne Identity";2002;http://www.icheckmovies.com/movies/the+bourne+identity/;55205;2393;5;247;;http://www.imdb.com/title/tt0258463/;"2013-03-31 15:51:52";no;no;no;no
Superbad;2007;http://www.icheckmovies.com/movies/superbad/;47789;2592;4;243;;http://www.imdb.com/title/tt0829482/;"2013-03-31 15:51:50";no;no;no;no
"Harry Potter and the Deathly Hallows: Part 1";2010;http://www.icheckmovies.com/movies/harry+potter+and+the+deathly+hallows+part+1/;60920;2505;3;300;;http://www.imdb.com/title/tt0926084/;"2013-03-31 15:51:38";no;no;no;no
"E.T. the Extra-Terrestrial";1982;http://www.icheckmovies.com/movies/e.t.+the+extra-terrestrial/;81299;2525;24;485;;http://www.imdb.com/title/tt0083866/;"2013-03-31 15:51:37";no;no;no;no
"Sweeney Todd: The Demon Barber of Fleet Street";2007;http://www.icheckmovies.com/movies/sweeney+todd+the+demon+barber+of+fleet+street/;42412;2481;6;265;;http://www.imdb.com/title/tt0408236/;"2013-03-31 15:51:33";no;no;no;no
Shrek;2001;http://www.icheckmovies.com/movies/shrek/;90242;2663;11;312;;http://www.imdb.com/title/tt0126029/;"2013-03-31 15:51:31";no;no;no;no
"Toy Story 2";1999;http://www.icheckmovies.com/movies/toy+story+2/;84520;2710;11;366;;http://www.imdb.com/title/tt0120363/;"2013-03-31 15:51:23";no;no;no;no
"Back to the Future Part II";1989;http://www.icheckmovies.com/movies/back+to+the+future+part+ii/;58765;2676;4;280;;http://www.imdb.com/title/tt0096874/;"2013-03-31 15:51:20";no;no;no;no
Brazil;1985;http://www.icheckmovies.com/movies/brazil/;21794;2614;20;478;;http://www.imdb.com/title/tt0088846/;"2013-03-31 15:51:20";no;no;no;no
"Fantastic Mr. Fox";2009;http://www.icheckmovies.com/movies/fantastic+mr.+fox/;30083;2866;7;284;;http://www.imdb.com/title/tt0432283/;"2013-03-31 15:51:20";yes;no;no;no
"Fear and Loathing in Las Vegas";1998;http://www.icheckmovies.com/movies/fear+and+loathing+in+las+vegas/;29212;2666;6;276;;http://www.imdb.com/title/tt0120669/;"2013-03-31 15:51:13";no;no;no;no
"Office Space";1999;http://www.icheckmovies.com/movies/office+space/;32305;2871;4;208;;http://www.imdb.com/title/tt0151804/;"2013-03-31 15:51:09";no;no;no;no
"Stand by Me";1986;http://www.icheckmovies.com/movies/stand+by+me/;37470;2868;7;343;;http://www.imdb.com/title/tt0092005/;"2013-03-31 15:51:08";no;no;no;no
"Casino Royale";2006;http://www.icheckmovies.com/movies/casino+royale/;65852;2934;7;301;;http://www.imdb.com/title/tt0381061/;"2013-03-31 15:51:05";no;no;no;no
"Some Like It Hot";1959;http://www.icheckmovies.com/movies/some+like+it+hot/;28343;2838;27;575;;http://www.imdb.com/title/tt0053291/;"2013-03-31 15:51:05";no;no;no;no
"Harry Potter and the Deathly Hallows: Part 2";2011;http://www.icheckmovies.com/movies/harry+potter+and+the+deathly+hallows+part+2/;59603;3081;9;370;;http://www.imdb.com/title/tt1201607/;"2013-03-31 15:50:52";no;no;no;no
"Almost Famous";2000;http://www.icheckmovies.com/movies/almost+famous/;32154;2882;8;284;;http://www.imdb.com/title/tt0181875/;"2013-03-31 15:50:45";no;no;no;no
"Sherlock Holmes";2009;http://www.icheckmovies.com/movies/sherlock+holmes/;60420;2796;2;236;;http://www.imdb.com/title/tt0988045/;"2013-03-31 15:50:39";no;no;no;no
Jaws;1975;http://www.icheckmovies.com/movies/jaws/;72216;2937;26;648;;http://www.imdb.com/title/tt0073195/;"2013-03-31 15:50:37";no;no;no;no
"The Graduate";1967;http://www.icheckmovies.com/movies/the+graduate/;35818;2961;25;535;;http://www.imdb.com/title/tt0061722/;"2013-03-31 15:50:33";yes;no;no;no
"Midnight in Paris";2011;http://www.icheckmovies.com/movies/midnight+in+paris/;29772;3159;3;317;;http://www.imdb.com/title/tt1605783/;"2013-03-31 15:50:27";no;no;no;no
"28 Days Later...";2002;http://www.icheckmovies.com/movies/28+days+later.../;43803;2953;8;327;;http://www.imdb.com/title/tt0289043/;"2013-03-31 15:50:25";no;no;no;no
"C'era una volta il West";1968;http://www.icheckmovies.com/movies/cera+una+volta+il+west/;21867;2848;22;576;"Once Upon a Time in the West";http://www.imdb.com/title/tt0064116/;"2013-03-31 15:50:22";no;no;no;no
Watchmen;2009;http://www.icheckmovies.com/movies/watchmen/;41459;2951;2;250;;http://www.imdb.com/title/tt0409459/;"2013-03-31 15:50:07";no;no;no;no
"The Wizard of Oz";1939;http://www.icheckmovies.com/movies/the+wizard+of+oz/;73230;3004;31;578;;http://www.imdb.com/title/tt0032138/;"2013-03-31 15:50:04";no;no;no;no
"Harry Potter and the Prisoner of Azkaban";2004;http://www.icheckmovies.com/movies/harry+potter+and+the+prisoner+of+azkaban/;77015;3085;5;349;;http://www.imdb.com/title/tt0304141/;"2013-03-31 15:50:01";no;no;no;no
"The Bourne Ultimatum";2007;http://www.icheckmovies.com/movies/the+bourne+ultimatum/;64586;2788;9;283;;http://www.imdb.com/title/tt0440963/;"2013-03-31 15:50:00";no;no;no;no
Aladdin;1992;http://www.icheckmovies.com/movies/aladdin/;79362;3045;12;278;;http://www.imdb.com/title/tt0103639/;"2013-03-31 15:49:54";no;no;no;no
"Ghost Busters";1984;http://www.icheckmovies.com/movies/ghost+busters/;65270;3064;9;393;Ghostbusters;http://www.imdb.com/title/tt0087332/;"2013-03-31 15:49:48";no;no;no;no
"The Terminator";1984;http://www.icheckmovies.com/movies/the+terminator/;75200;3142;18;487;;http://www.imdb.com/title/tt0088247/;"2013-03-31 15:49:48";no;no;no;no
"The Avengers";2012;http://www.icheckmovies.com/movies/the+avengers-2012-1/;48756;3719;9;457;;http://www.imdb.com/title/tt0848228/;"2013-03-31 15:49:45";no;no;no;no
"O Brother, Where Art Thou?";2000;http://www.icheckmovies.com/movies/o+brother+where+art+thouquestion/;37105;3217;5;326;;http://www.imdb.com/title/tt0190590/;"2013-03-31 15:49:43";no;no;no;no
"Being John Malkovich";1999;http://www.icheckmovies.com/movies/being+john+malkovich/;36712;3217;10;396;;http://www.imdb.com/title/tt0120601/;"2013-03-31 15:49:37";no;no;no;no
"L.A. Confidential";1997;http://www.icheckmovies.com/movies/l.a.+confidential/;36862;3096;21;457;;http://www.imdb.com/title/tt0119488/;"2013-03-31 15:49:29";no;no;no;no
"Hot Fuzz";2007;http://www.icheckmovies.com/movies/hot+fuzz/;41428;3497;4;262;;http://www.imdb.com/title/tt0425112/;"2013-03-31 15:49:18";no;no;no;no
"Ocean's Eleven";2001;http://www.icheckmovies.com/movies/oceans+eleven/;70754;3282;6;241;;http://www.imdb.com/title/tt0240772/;"2013-03-31 15:49:17";no;no;no;no
Amadeus;1984;http://www.icheckmovies.com/movies/amadeus/;38124;3315;21;443;;http://www.imdb.com/title/tt0086879/;"2013-03-31 15:49:13";no;no;no;no
"Moulin Rouge!";2001;http://www.icheckmovies.com/movies/moulin+rougeexclamation/;41677;3204;12;333;;http://www.imdb.com/title/tt0203009/;"2013-03-31 15:49:09";no;no;no;no
Magnolia;1999;http://www.icheckmovies.com/movies/magnolia/;31570;3233;16;451;;http://www.imdb.com/title/tt0175880/;"2013-03-31 15:49:06";yes;no;no;no
"Hauru no ugoku shiro";2004;http://www.icheckmovies.com/movies/hauru+no+ugoku+shiro/;30332;3549;11;311;"Howl's Moving Castle";http://www.imdb.com/title/tt0347149/;"2013-03-31 15:49:05";no;no;no;no
"Love Actually";2003;http://www.icheckmovies.com/movies/love+actually/;43010;3118;2;202;;http://www.imdb.com/title/tt0314331/;"2013-03-31 15:49:02";no;no;no;no
300;2006;http://www.icheckmovies.com/movies/300/;64753;3252;5;244;;http://www.imdb.com/title/tt0416449/;"2013-03-31 15:49:01";no;no;no;no
"Dead Poets Society";1989;http://www.icheckmovies.com/movies/dead+poets+society/;42626;3553;6;286;;http://www.imdb.com/title/tt0097165/;"2013-03-31 15:49:00";no;no;no;no
"Star Trek";2009;http://www.icheckmovies.com/movies/star+trek/;60818;3371;8;291;;http://www.imdb.com/title/tt0796366/;"2013-03-31 15:48:55";no;no;no;no
"The Royal Tenenbaums";2001;http://www.icheckmovies.com/movies/the+royal+tenenbaums/;32545;3705;6;393;;http://www.imdb.com/title/tt0265666/;"2013-03-31 15:48:51";no;no;no;no
"Iron Man";2008;http://www.icheckmovies.com/movies/iron+man/;74494;3525;4;353;;http://www.imdb.com/title/tt0371746/;"2013-03-31 15:48:49";no;no;no;no
Scarface;1983;http://www.icheckmovies.com/movies/scarface/;52502;3595;16;430;;http://www.imdb.com/title/tt0086250/;"2013-03-31 15:48:48";no;no;no;no
Kick-Ass;2010;http://www.icheckmovies.com/movies/kick-ass/;58528;3438;2;283;;http://www.imdb.com/title/tt1250777/;"2013-03-31 15:48:47";no;no;no;no
"Ferris Bueller's Day Off";1986;http://www.icheckmovies.com/movies/ferris+buellers+day+off/;46115;3639;9;333;;http://www.imdb.com/title/tt0091042/;"2013-03-31 15:48:44";no;no;no;no
Mononoke-hime;1997;http://www.icheckmovies.com/movies/mononoke-hime/;32530;3787;14;402;"Princess Mononoke";http://www.imdb.com/title/tt0119698/;"2013-03-31 15:48:41";no;no;no;no
Zombieland;2009;http://www.icheckmovies.com/movies/zombieland/;52729;3598;2;274;;http://www.imdb.com/title/tt1156398/;"2013-03-31 15:48:40";no;no;no;no
Aliens;1986;http://www.icheckmovies.com/movies/aliens/;53372;3612;21;523;;http://www.imdb.com/title/tt0090605/;"2013-03-31 15:48:38";no;no;no;no
"American Psycho";2000;http://www.icheckmovies.com/movies/american+psycho/;43792;3868;8;390;;http://www.imdb.com/title/tt0144084/;"2013-03-31 15:48:35";no;no;no;no
Titanic;1997;http://www.icheckmovies.com/movies/titanic/;92805;3736;20;523;;http://www.imdb.com/title/tt0120338/;"2013-03-31 15:48:24";no;no;no;no
"Beauty and the Beast";1991;http://www.icheckmovies.com/movies/beauty+and+the+beast/;83184;3651;16;348;;http://www.imdb.com/title/tt0101414/;"2013-03-31 15:48:22";no;no;no;no
"Annie Hall";1977;http://www.icheckmovies.com/movies/annie+hall/;31491;3707;29;649;;http://www.imdb.com/title/tt0075686/;"2013-03-31 15:48:15";no;no;no;no
"The King's Speech";2010;http://www.icheckmovies.com/movies/the+kings+speech/;52805;3984;10;394;;http://www.imdb.com/title/tt1504320/;"2013-03-31 15:48:08";no;no;no;no
"Indiana Jones and the Last Crusade";1989;http://www.icheckmovies.com/movies/indiana+jones+and+the+last+crusade/;71254;3843;13;351;;http://www.imdb.com/title/tt0097576/;"2013-03-31 15:48:06";no;no;no;no
Moon;2009;http://www.icheckmovies.com/movies/moon/;31280;3913;6;342;;http://www.imdb.com/title/tt1182345/;"2013-03-31 15:48:04";no;no;no;no
"How to Train Your Dragon";2010;http://www.icheckmovies.com/movies/how+to+train+your+dragon/;53990;4212;9;322;;http://www.imdb.com/title/tt0892769/;"2013-03-31 15:48:03";no;no;no;no
"The Incredibles";2004;http://www.icheckmovies.com/movies/the+incredibles/;94162;4048;10;391;;http://www.imdb.com/title/tt0317705/;"2013-03-31 15:48:02";no;no;no;no
Avatar;2009;http://www.icheckmovies.com/movies/avatar/;89862;3780;14;407;;http://www.imdb.com/title/tt0499549/;"2013-03-31 15:48:00";no;no;no;no
